dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 85
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 47
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 47
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 959
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 114
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 114
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 53
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 53
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 102
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 102
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 115
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 115
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 960
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 961
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 962
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 963
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 964
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 965
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 966
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 967
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 968
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 969
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 970
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 88
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 88
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 971
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 972
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 105
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 105
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 37
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 37
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 973
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 974
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 975
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 976
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 106
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 106
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 977
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 89
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 89
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 978
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 979
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 107
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 107
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 980
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 163
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 163
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 981
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 982
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 108
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 108
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 983
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 984
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 985
dwCan = 0 dwGet = 0 dwData = dwLevel 		value = 6
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 72
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 72
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 986
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 327
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 327
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 987
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 988
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 328
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 328
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 158
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 158
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 989
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 169
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 169
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 53
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 53
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 73
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 73
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 990
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 150
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 150
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 991
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 177
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 177
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 992
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 93
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 93
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 993
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 994
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 164
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 164
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 995
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 996
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 170
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 170
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 329
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 329
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 997
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 165
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 165
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 240
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 240
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 998
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 999
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 141
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 141
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 60
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 60
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1000
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 151
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 151
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 210
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 210
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1001
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 66
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 66
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 330
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 330
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1002
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1003
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 51
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 51
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1004
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 44
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 44
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 331
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 331
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1005
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1006
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 92
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 92
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 241
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 241
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1007
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 265
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 265
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 22
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 22
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 119
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 119
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1008
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1009
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 142
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 142
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1010
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 266
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 266
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 87
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 87
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1011
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 40
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 40
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 96
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 96
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 143
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 143
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1012
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1013
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 196
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 196
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 41
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 41
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1014
dwCan = 0 dwGet = 0 dwData = dwLevel 		value = 7
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 88
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 88
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1015
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 93
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 93
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 144
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 144
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1016
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 67
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 67
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 267
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 267
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1017
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1018
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 152
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 152
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 61
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 61
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1019
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 268
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 268
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1020
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 69
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 69
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 30
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 30
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1021
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 178
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 178
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1022
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1023
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 242
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 242
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1024
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 269
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 269
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1025
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 116
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 116
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1026
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 153
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 153
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1027
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 117
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 117
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 55
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 55
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1028
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 154
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 154
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 145
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 145
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1029
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1030
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 146
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 146
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 73
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 73
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1031
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 147
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 147
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1032
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 86
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 86
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 133
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 133
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1033
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 266
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 266
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1034
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 94
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 94
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1035
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 134
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 134
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1036
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 94
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 94
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1037
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 52
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 52
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1038
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1039
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1040
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 267
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 267
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 142
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 142
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 132
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 132
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1041
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 54
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 54
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1042
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 111
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 111
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1043
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1044
dwCan = 0 dwGet = 0 dwData = dwLevel 		value = 11
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 268
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 268
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1045
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 55
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 55
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 70
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 70
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1046
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1047
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 269
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 269
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1048
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 112
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 112
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1049
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 95
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 95
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1050
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 109
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 109
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1051
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1052
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 96
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 96
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 1053
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 101
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 101
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 65
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 65
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 131
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 131
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 349
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 349
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 62
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 62
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 54
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 54
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 99
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 99
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 350
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 350
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 135
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 135
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 332
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 332
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 351
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 351
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 199
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 199
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 63
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 63
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 187
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 187
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 197
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 197
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 136
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 136
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 97
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 97
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 74
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 74
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 102
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 102
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 198
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 198
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 188
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 188
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 352
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 352
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 70
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 70
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 100
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 100
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 70
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 70
dwCan = 0 dwGet = 0 dwData = dwLevel 		value = 6
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 64
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 64
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 189
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 189
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 101
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 101
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 199
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 199
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 116
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 116
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 65
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 65
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 66
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 66
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 190
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 190
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 333
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 333
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 353
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 353
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 71
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 71
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 56
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 56
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 53
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 53
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 56
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 56
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 191
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 191
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 334
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 334
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 97
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 97
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 102
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 102
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 192
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 192
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 55
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 55
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 335
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 335
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 56
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 56
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 98
dwCan = 0 dwGet = 0 dwData = dwContinueKillNum 		value = 98
dwCan = 0 dwGet = 0 dwData = dwKillMonsterNum 		value = 336
